"Date";"District";"Ag_Neg";"Ag_Pos";"Total"
2020-11-28;"Okres Košice II";80;0;80
2020-11-28;"Okres Košice IV";0;0;0
2020-11-28;"Okres Krupina";8;0;8
2020-11-28;"Okres Levice";114;6;120
2020-11-28;"Okres Levoča";82;8;90
2020-11-28;"Okres Lučenec";136;2;138
2020-11-28;"Okres Michalovce";363;25;388
2020-11-28;"Okres Myjava";135;6;141
2020-11-28;"Okres Nitra";475;18;493
2020-11-28;"Okres Nové Mesto nad Váhom";155;18;173
2020-11-28;"Okres Partizánske";178;9;187
2020-11-28;"Okres Pezinok";665;9;674
2020-11-28;"Okres Piešťany";37;4;41
2020-11-28;"Okres Poprad";288;15;303
2020-11-28;"Okres Považská Bystrica";222;32;254
2020-11-28;"Okres Prievidza";126;12;138
2020-11-28;"Okres Revúca";201;0;201
2020-11-28;"Okres Rimavská Sobota";97;2;99
2020-11-28;"Okres Senica";190;17;207
2020-11-28;"Okres Skalica";161;9;170
2020-11-28;"Okres Snina";0;0;0
2020-11-28;"Okres Spišská Nová Ves";97;27;124
2020-11-28;"Okres Stará Ľubovňa";18;9;27
2020-11-28;"Okres Topoľčany";12;0;12
2020-11-28;"Okres Trebišov";114;0;114
2020-11-28;"Okres Trenčín";233;16;249
2020-11-28;"Okres Trnava";397;15;412
2020-11-28;"Okres Vranov nad Topľou";258;30;288
2020-11-28;"Okres Zvolen";145;13;158
2020-11-28;"Okres Žiar nad Hronom";229;10;239
2020-11-28;"Okres Žilina";76;1;77
2020-11-28;NA;2;0;2
2020-11-29;"Okres Bánovce nad Bebravou";2;1;3
2020-11-29;"Okres Banská Bystrica";41;1;42
2020-11-29;"Okres Bratislava I";7;0;7
2020-11-29;"Okres Bratislava II";0;0;0
2020-11-29;"Okres Bratislava III";34;18;52
2020-11-29;"Okres Čadca";54;7;61
2020-11-29;"Okres Detva";1;0;1
2020-11-29;"Okres Galanta";668;32;700
2020-11-29;"Okres Humenné";4;0;4
2020-11-29;"Okres Kežmarok";356;40;396
2020-11-29;"Okres Komárno";14;2;16
2020-11-29;"Okres Košice I";261;13;274
2020-11-29;"Okres Košice IV";5;0;5
2020-11-29;"Okres Lučenec";14;0;14
2020-11-29;"Okres Michalovce";20;3;23
2020-11-29;"Okres Myjava";6;1;7
2020-11-29;"Okres Nové Mesto nad Váhom";2;0;2
2020-11-29;"Okres Nové Zámky";606;40;646
2020-11-29;"Okres Partizánske";6;2;8
2020-11-29;"Okres Pezinok";0;3;3
2020-11-29;"Okres Piešťany";22;1;23
2020-11-29;"Okres Poprad";0;0;0
2020-11-29;"Okres Revúca";31;1;32
2020-11-29;"Okres Ružomberok";2;0;2
2020-11-29;"Okres Skalica";8;1;9
2020-11-29;"Okres Snina";4;2;6
2020-11-29;"Okres Sobrance";1;0;1
2020-11-29;"Okres Spišská Nová Ves";27;1;28
2020-11-29;"Okres Stará Ľubovňa";15;0;15
2020-11-29;"Okres Topoľčany";14;0;14
2020-11-29;"Okres Trebišov";11;0;11
2020-11-29;"Okres Trenčín";14;1;15
2020-11-29;"Okres Trnava";40;2;42
2020-11-29;"Okres Zvolen";24;2;26
2020-11-29;"Okres Žilina";25;0;25
2020-11-29;NA;4;0;4
2020-11-30;"Okres Banská Bystrica";1547;28;1575
2020-11-30;"Okres Bardejov";697;15;712
2020-11-30;"Okres Bratislava I";85;0;85
2020-11-30;"Okres Bratislava II";12;4;16
2020-11-30;"Okres Bratislava III";899;35;934
2020-11-30;"Okres Bratislava V";0;0;0
2020-11-30;"Okres Brezno";244;35;279
2020-11-30;"Okres Čadca";55;6;61
2020-11-30;"Okres Detva";1239;145;1384
2020-11-30;"Okres Dolný Kubín";1357;119;1476
2020-11-30;"Okres Dunajská Streda";345;28;373
2020-11-30;"Okres Galanta";483;27;510
2020-11-30;"Okres Gelnica";74;10;84
2020-11-30;"Okres Hlohovec";5163;62;5225
2020-11-30;"Okres Humenné";10;1;11
2020-11-30;"Okres Ilava";297;16;313
2020-11-30;"Okres Kežmarok";30;0;30
2020-11-30;"Okres Komárno";177;14;191
2020-11-30;"Okres Košice I";2125;9;2134
2020-11-30;"Okres Košice II";197;1;198
2020-11-30;"Okres Košice IV";329;2;331
2020-11-30;"Okres Krupina";245;16;261
2020-11-30;"Okres Levice";3022;69;3091
2020-11-30;"Okres Levoča";27;3;30
2020-11-30;"Okres Lučenec";30;1;31
2020-11-30;"Okres Martin";381;34;415
2020-11-30;"Okres Michalovce";40;9;49
2020-11-30;"Okres Myjava";3345;105;3450
2020-11-30;"Okres Námestovo";97;4;101
2020-11-30;"Okres Nitra";421;38;459
2020-11-30;"Okres Nové Mesto nad Váhom";3;1;4
2020-11-30;"Okres Nové Zámky";2;0;2
2020-11-30;"Okres Partizánske";1;0;1
2020-11-30;"Okres Pezinok";304;33;337
2020-11-30;"Okres Piešťany";445;9;454
2020-11-30;"Okres Poltár";103;3;106
2020-11-30;"Okres Poprad";70;4;74
2020-11-30;"Okres Považská Bystrica";2;0;2
2020-11-30;"Okres Prešov";4457;44;4501
2020-11-30;"Okres Prievidza";480;66;546
2020-11-30;"Okres Púchov";33;0;33
2020-11-30;"Okres Revúca";29;1;30
2020-11-30;"Okres Rimavská Sobota";230;1;231
2020-11-30;"Okres Rožňava";353;4;357
2020-11-30;"Okres Ružomberok";1879;77;1956
2020-11-30;"Okres Sabinov";129;10;139
2020-11-30;"Okres Senec";295;22;317
2020-11-30;"Okres Senica";202;19;221
2020-11-30;"Okres Skalica";15;1;16
2020-11-30;"Okres Snina";342;32;374
2020-11-30;"Okres Sobrance";84;6;90
2020-11-30;"Okres Spišská Nová Ves";298;7;305
2020-11-30;"Okres Svidník";50;1;51
2020-11-30;"Okres Topoľčany";106;3;109
2020-11-30;"Okres Trebišov";12;0;12
2020-11-30;"Okres Trenčín";4386;275;4661
2020-11-30;"Okres Trnava";445;23;468
2020-11-30;"Okres Tvrdošín";95;10;105
2020-11-30;"Okres Zvolen";442;15;457
2020-11-30;"Okres Žarnovica";1253;66;1319
2020-11-30;"Okres Žilina";1320;47;1367
2020-12-01;"Okres Bánovce nad Bebravou";131;16;147
2020-12-01;"Okres Banská Bystrica";361;33;394
2020-12-01;"Okres Bardejov";526;17;543
2020-12-01;"Okres Bratislava I";170;2;172
2020-12-01;"Okres Bratislava II";940;44;984
2020-12-01;"Okres Bratislava III";999;41;1040
2020-12-01;"Okres Bratislava V";376;37;413
2020-12-01;"Okres Brezno";0;0;0
2020-12-01;"Okres Čadca";359;31;390
2020-12-01;"Okres Detva";139;16;155
2020-12-01;"Okres Dolný Kubín";105;7;112
2020-12-01;"Okres Dunajská Streda";333;48;381
2020-12-01;"Okres Galanta";902;48;950
2020-12-01;"Okres Gelnica";40;3;43
2020-12-01;"Okres Hlohovec";44;0;44
2020-12-01;"Okres Humenné";130;4;134
2020-12-01;"Okres Ilava";4038;114;4152
2020-12-01;"Okres Kežmarok";105;17;122
2020-12-01;"Okres Komárno";1038;38;1076
2020-12-01;"Okres Košice I";336;8;344
2020-12-01;"Okres Košice II";184;4;188
2020-12-01;"Okres Košice IV";36;0;36
2020-12-01;"Okres Krupina";184;1;185
2020-12-01;"Okres Levice";891;55;946
2020-12-01;"Okres Levoča";35;3;38
2020-12-01;"Okres Lučenec";627;40;667
2020-12-01;"Okres Martin";2974;129;3103
2020-12-01;"Okres Michalovce";527;60;587
2020-12-01;"Okres Myjava";192;24;216
2020-12-01;"Okres Námestovo";99;2;101
2020-12-01;"Okres Nitra";155;9;164
2020-12-01;"Okres Nové Mesto nad Váhom";216;17;233
2020-12-01;"Okres Nové Zámky";1;0;1
2020-12-01;"Okres Partizánske";197;50;247
2020-12-01;"Okres Pezinok";475;31;506
2020-12-01;"Okres Piešťany";99;3;102
2020-12-01;"Okres Poprad";519;44;563
2020-12-01;"Okres Považská Bystrica";2;0;2
2020-12-01;"Okres Prešov";595;65;660
2020-12-01;"Okres Prievidza";396;108;504
2020-12-01;"Okres Púchov";4;0;4
2020-12-01;"Okres Revúca";254;1;255
2020-12-01;"Okres Rimavská Sobota";126;8;134
2020-12-01;"Okres Rožňava";218;10;228
2020-12-01;"Okres Ružomberok";155;0;155
2020-12-01;"Okres Senec";2;0;2
2020-12-01;"Okres Senica";152;11;163
2020-12-01;"Okres Skalica";235;26;261
2020-12-01;"Okres Snina";134;9;143
2020-12-01;"Okres Sobrance";90;7;97
2020-12-01;"Okres Spišská Nová Ves";289;23;312
2020-12-01;"Okres Svidník";13;1;14
2020-12-01;"Okres Šaľa";6;0;6
2020-12-01;"Okres Topoľčany";113;7;120
2020-12-01;"Okres Trebišov";505;13;518
2020-12-01;"Okres Trenčín";476;23;499
2020-12-01;"Okres Trnava";1199;54;1253
2020-12-01;"Okres Tvrdošín";53;4;57
2020-12-01;"Okres Veľký Krtíš";222;21;243
2020-12-01;"Okres Vranov nad Topľou";177;48;225
2020-12-01;"Okres Zlaté Moravce";155;3;158
2020-12-01;"Okres Zvolen";187;6;193
2020-12-01;"Okres Žarnovica";1864;73;1937
2020-12-01;"Okres Žiar nad Hronom";194;4;198
2020-12-01;"Okres Žilina";2709;129;2838
2020-12-02;"Okres Bánovce nad Bebravou";97;15;112
2020-12-02;"Okres Banská Bystrica";2685;111;2796
2020-12-02;"Okres Bardejov";790;20;810
2020-12-02;"Okres Bratislava I";116;0;116
2020-12-02;"Okres Bratislava II";468;25;493
2020-12-02;"Okres Bratislava III";628;69;697
2020-12-02;"Okres Bratislava IV";181;4;185
2020-12-02;"Okres Bratislava V";75;6;81
2020-12-02;"Okres Brezno";0;0;0
2020-12-02;"Okres Čadca";329;28;357
2020-12-02;"Okres Detva";144;14;158
2020-12-02;"Okres Dolný Kubín";64;4;68
2020-12-02;"Okres Dunajská Streda";371;30;401
2020-12-02;"Okres Galanta";713;40;753
2020-12-02;"Okres Gelnica";51;9;60
2020-12-02;"Okres Hlohovec";19;1;20
2020-12-02;"Okres Humenné";346;26;372
2020-12-02;"Okres Ilava";227;38;265
2020-12-02;"Okres Kežmarok";105;17;122
2020-12-02;"Okres Komárno";536;22;558
2020-12-02;"Okres Košice I";410;18;428
2020-12-02;"Okres Košice II";1313;40;1353
2020-12-02;"Okres Košice III";0;0;0
2020-12-02;"Okres Košice IV";965;3;968
2020-12-02;"Okres Krupina";5;1;6
2020-12-02;"Okres Levice";608;34;642
2020-12-02;"Okres Levoča";225;12;237
2020-12-02;"Okres Lučenec";229;7;236
2020-12-02;"Okres Martin";358;16;374
2020-12-02;"Okres Michalovce";440;38;478
2020-12-02;"Okres Myjava";120;7;127
2020-12-02;"Okres Námestovo";58;3;61
2020-12-02;"Okres Nitra";1877;91;1968
2020-12-02;"Okres Nové Mesto nad Váhom";193;17;210
2020-12-02;"Okres Partizánske";110;21;131
2020-12-02;"Okres Pezinok";457;18;475
2020-12-02;"Okres Piešťany";395;6;401
2020-12-02;"Okres Poprad";500;51;551
2020-12-02;"Okres Prešov";677;33;710
2020-12-02;"Okres Prievidza";805;97;902
2020-12-02;"Okres Púchov";5;0;5
2020-12-02;"Okres Revúca";190;2;192
2020-12-02;"Okres Rimavská Sobota";277;12;289
2020-12-02;"Okres Rožňava";59;1;60
2020-12-02;"Okres Ružomberok";109;7;116
2020-12-02;"Okres Sabinov";193;15;208
2020-12-02;"Okres Senec";484;18;502
2020-12-02;"Okres Senica";147;19;166
2020-12-02;"Okres Skalica";129;20;149
2020-12-02;"Okres Snina";188;24;212
2020-12-02;"Okres Sobrance";59;2;61
2020-12-02;"Okres Spišská Nová Ves";159;4;163
2020-12-02;"Okres Svidník";42;4;46
2020-12-02;"Okres Topoľčany";108;1;109
2020-12-02;"Okres Trebišov";128;6;134
2020-12-02;"Okres Trenčín";338;39;377
2020-12-02;"Okres Trnava";2476;47;2523
2020-12-02;"Okres Tvrdošín";64;3;67
2020-12-02;"Okres Veľký Krtíš";148;6;154
2020-12-02;"Okres Vranov nad Topľou";198;31;229
2020-12-02;"Okres Zlaté Moravce";122;1;123
2020-12-02;"Okres Zvolen";202;6;208
2020-12-02;"Okres Žarnovica";1566;81;1647
2020-12-02;"Okres Žiar nad Hronom";158;9;167
2020-12-02;"Okres Žilina";300;16;316
2020-12-03;"Okres Bánovce nad Bebravou";99;16;115
2020-12-03;"Okres Banská Bystrica";366;37;403
2020-12-03;"Okres Banská Štiavnica";25;3;28
2020-12-03;"Okres Bardejov";573;27;600
2020-12-03;"Okres Bratislava I";160;1;161
2020-12-03;"Okres Bratislava II";981;25;1006
2020-12-03;"Okres Bratislava III";2097;22;2119
2020-12-03;"Okres Bratislava V";322;9;331
2020-12-03;"Okres Brezno";345;68;413
2020-12-03;"Okres Čadca";346;32;378
2020-12-03;"Okres Detva";160;13;173
2020-12-03;"Okres Dolný Kubín";72;12;84
2020-12-03;"Okres Dunajská Streda";324;29;353
2020-12-03;"Okres Galanta";556;47;603
2020-12-03;"Okres Hlohovec";20;3;23
2020-12-03;"Okres Humenné";100;6;106
2020-12-03;"Okres Ilava";198;36;234
2020-12-03;"Okres Kežmarok";119;12;131
2020-12-03;"Okres Komárno";591;17;608
2020-12-03;"Okres Košice I";688;21;709
2020-12-03;"Okres Košice II";226;12;238
2020-12-03;"Okres Košice IV";781;5;786
2020-12-03;"Okres Krupina";36;7;43
2020-12-03;"Okres Levice";900;42;942
2020-12-03;"Okres Levoča";140;8;148
2020-12-03;"Okres Lučenec";164;8;172
2020-12-03;"Okres Malacky";154;7;161
2020-12-03;"Okres Martin";519;23;542
2020-12-03;"Okres Michalovce";385;53;438
2020-12-03;"Okres Myjava";85;6;91
2020-12-03;"Okres Námestovo";3;0;3
2020-12-03;"Okres Nitra";485;47;532
2020-12-03;"Okres Nové Mesto nad Váhom";181;27;208
2020-12-03;"Okres Partizánske";116;18;134
2020-12-03;"Okres Pezinok";663;24;687
2020-12-03;"Okres Piešťany";412;19;431
2020-12-03;"Okres Poprad";203;32;235
2020-12-03;"Okres Považská Bystrica";3;0;3
2020-12-03;"Okres Prešov";1154;30;1184
2020-12-03;"Okres Prievidza";545;67;612
2020-12-03;"Okres Púchov";3;0;3
2020-12-03;"Okres Revúca";328;9;337
2020-12-03;"Okres Rimavská Sobota";197;10;207
2020-12-03;"Okres Rožňava";128;2;130
2020-12-03;"Okres Ružomberok";69;11;80
2020-12-03;"Okres Sabinov";127;15;142
2020-12-03;"Okres Senec";340;7;347
2020-12-03;"Okres Senica";211;14;225
2020-12-03;"Okres Skalica";194;13;207
2020-12-03;"Okres Snina";152;18;170
2020-12-03;"Okres Sobrance";87;9;96
2020-12-03;"Okres Spišská Nová Ves";339;27;366
2020-12-03;"Okres Svidník";26;4;30
2020-12-03;"Okres Topoľčany";94;4;98
2020-12-03;"Okres Trebišov";5173;52;5225
2020-12-03;"Okres Trenčín";376;27;403
2020-12-03;"Okres Trnava";805;54;859
2020-12-03;"Okres Tvrdošín";86;9;95
2020-12-03;"Okres Veľký Krtíš";124;12;136
2020-12-03;"Okres Vranov nad Topľou";191;30;221
2020-12-03;"Okres Zlaté Moravce";87;3;90
2020-12-03;"Okres Zvolen";157;8;165
2020-12-03;"Okres Žarnovica";1528;62;1590
2020-12-03;"Okres Žiar nad Hronom";581;33;614
2020-12-03;"Okres Žilina";330;34;364
2020-12-04;"Okres Bánovce nad Bebravou";217;8;225
2020-12-04;"Okres Banská Bystrica";526;28;554
2020-12-04;"Okres Banská Štiavnica";5;0;5
2020-12-04;"Okres Bardejov";84;16;100
2020-12-04;"Okres Bratislava I";391;4;395
2020-12-04;"Okres Bratislava II";898;15;913
2020-12-04;"Okres Bratislava III";1029;32;1061
2020-12-04;"Okres Bratislava V";447;11;458
2020-12-04;"Okres Brezno";100;8;108
2020-12-04;"Okres Čadca";560;32;592
2020-12-04;"Okres Detva";275;11;286
2020-12-04;"Okres Dolný Kubín";96;10;106
2020-12-04;"Okres Dunajská Streda";476;19;495
2020-12-04;"Okres Galanta";652;31;683
2020-12-04;"Okres Hlohovec";28;0;28
2020-12-04;"Okres Humenné";258;15;273
2020-12-04;"Okres Ilava";256;33;289
2020-12-04;"Okres Kežmarok";150;24;174
2020-12-04;"Okres Komárno";752;12;764
2020-12-04;"Okres Košice I";397;9;406
2020-12-04;"Okres Košice II";247;6;253
2020-12-04;"Okres Košice IV";912;14;926
2020-12-04;"Okres Krupina";16;0;16
2020-12-04;"Okres Levice";875;30;905
2020-12-04;"Okres Levoča";104;4;108
2020-12-04;"Okres Liptovský Mikuláš";2;0;2
2020-12-04;"Okres Lučenec";165;7;172
2020-12-04;"Okres Malacky";154;9;163
2020-12-04;"Okres Martin";404;25;429
2020-12-04;"Okres Medzilaborce";40;0;40
2020-12-04;"Okres Michalovce";360;32;392
2020-12-04;"Okres Myjava";202;12;214
2020-12-04;"Okres Námestovo";193;6;199
2020-12-04;"Okres Nitra";779;28;807
2020-12-04;"Okres Nové Mesto nad Váhom";192;22;214
2020-12-04;"Okres Nové Zámky";16;0;16
2020-12-04;"Okres Partizánske";137;31;168
2020-12-04;"Okres Pezinok";727;21;748
2020-12-04;"Okres Piešťany";605;24;629
2020-12-04;"Okres Poprad";1067;60;1127
2020-12-04;"Okres Považská Bystrica";1;1;1
2020-12-04;"Okres Prešov";1513;39;1552
2020-12-04;"Okres Prievidza";542;35;577
2020-12-04;"Okres Púchov";7;0;7
2020-12-04;"Okres Revúca";192;2;194
2020-12-04;"Okres Rimavská Sobota";601;11;612
2020-12-04;"Okres Rožňava";264;1;265
2020-12-04;"Okres Ružomberok";109;2;111
2020-12-04;"Okres Sabinov";156;9;165
2020-12-04;"Okres Senec";455;7;462
2020-12-04;"Okres Senica";309;9;318
2020-12-04;"Okres Skalica";400;19;419
2020-12-04;"Okres Snina";257;15;272
2020-12-04;"Okres Sobrance";34;1;35
2020-12-04;"Okres Spišská Nová Ves";309;15;324
2020-12-04;"Okres Stará Ľubovňa";621;80;701
2020-12-04;"Okres Svidník";26;2;28
2020-12-04;"Okres Topoľčany";86;6;92
2020-12-04;"Okres Trebišov";157;4;161
2020-12-04;"Okres Trenčín";831;40;871
2020-12-04;"Okres Trnava";1217;38;1255
2020-12-04;"Okres Tvrdošín";18;0;18
2020-12-04;"Okres Veľký Krtíš";177;19;196
2020-12-04;"Okres Vranov nad Topľou";195;17;212
2020-12-04;"Okres Zvolen";286;15;301
2020-12-04;"Okres Žarnovica";1809;120;1929
2020-12-04;"Okres Žiar nad Hronom";671;38;709
2020-12-04;"Okres Žilina";1499;44;1543
2020-12-05;"Okres Bánovce nad Bebravou";6;0;6
2020-12-05;"Okres Banská Bystrica";214;4;218
2020-12-05;"Okres Bratislava I";92;1;93
2020-12-05;"Okres Bratislava II";2232;49;2281
2020-12-05;"Okres Bratislava III";223;7;230
2020-12-05;"Okres Bratislava V";654;6;660
2020-12-05;"Okres Čadca";768;16;784
2020-12-05;"Okres Galanta";878;18;896
2020-12-05;"Okres Humenné";4;0;4
2020-12-05;"Okres Komárno";482;6;488
2020-12-05;"Okres Košice I";373;12;385
2020-12-05;"Okres Košice IV";147;0;147
2020-12-05;"Okres Krupina";4;0;4
2020-12-05;"Okres Levice";987;18;1005
2020-12-05;"Okres Levoča";140;8;148
2020-12-05;"Okres Michalovce";346;25;371
2020-12-05;"Okres Myjava";146;19;165
2020-12-05;"Okres Nitra";2;0;2
2020-12-05;"Okres Nové Mesto nad Váhom";167;24;191
2020-12-05;"Okres Partizánske";314;32;346
2020-12-05;"Okres Pezinok";314;7;321
2020-12-05;"Okres Poprad";47;5;52
2020-12-05;"Okres Prievidza";147;7;154
2020-12-05;"Okres Revúca";343;9;352
2020-12-05;"Okres Rimavská Sobota";0;0;0
2020-12-05;"Okres Ružomberok";62;6;68
2020-12-05;"Okres Senica";381;2;383
2020-12-05;"Okres Skalica";485;8;493
2020-12-05;"Okres Snina";324;22;346
2020-12-05;"Okres Sobrance";166;8;174
2020-12-05;"Okres Spišská Nová Ves";44;2;46
2020-12-05;"Okres Stará Ľubovňa";211;13;224
2020-12-05;"Okres Svidník";26;3;29
2020-12-05;"Okres Topoľčany";134;8;142
2020-12-05;"Okres Trebišov";20;1;21
2020-12-05;"Okres Trenčín";270;8;278
2020-12-05;"Okres Trnava";474;13;487
2020-12-05;"Okres Tvrdošín";180;8;188
2020-12-05;"Okres Vranov nad Topľou";232;36;268
2020-12-05;"Okres Zvolen";195;10;205
2020-12-05;"Okres Žiar nad Hronom";200;10;210
2020-12-05;"Okres Žilina";407;23;430
2020-12-06;"Okres Banská Bystrica";0;0;0
2020-12-06;"Okres Bratislava I";65;1;66
2020-12-06;"Okres Bratislava II";14;0;14
2020-12-06;"Okres Bratislava III";350;2;352
2020-12-06;"Okres Čadca";131;4;135
2020-12-06;"Okres Galanta";0;0;0
2020-12-06;"Okres Humenné";0;0;0
2020-12-06;"Okres Kežmarok";218;21;239
2020-12-06;"Okres Komárno";15;4;19
2020-12-06;"Okres Košice IV";28;3;31
2020-12-06;"Okres Levice";61;0;61
2020-12-06;"Okres Lučenec";316;8;324
2020-12-06;"Okres Michalovce";35;14;49
2020-12-06;"Okres Myjava";128;4;132
2020-12-06;"Okres Nové Mesto nad Váhom";3;0;3
2020-12-06;"Okres Partizánske";13;3;16
2020-12-06;"Okres Pezinok";1155;49;1204
2020-12-06;"Okres Poprad";2;0;2
2020-12-06;"Okres Revúca";33;0;33
2020-12-06;"Okres Rimavská Sobota";0;0;0
2020-12-06;"Okres Skalica";0;0;0
2020-12-06;"Okres Snina";138;5;143
2020-12-06;"Okres Sobrance";6;0;6
2020-12-06;"Okres Spišská Nová Ves";19;3;22
2020-12-06;"Okres Stará Ľubovňa";297;0;297
2020-12-06;"Okres Topoľčany";13;0;13
2020-12-06;"Okres Trebišov";9;0;9
2020-12-06;"Okres Trenčín";35;3;38
2020-12-06;"Okres Zvolen";10;1;11
2020-12-06;"Okres Žiar nad Hronom";0;0;0
2020-12-06;"Okres Žilina";3;0;3
2020-12-07;"Okres Bánovce nad Bebravou";231;44;275
2020-12-07;"Okres Banská Bystrica";502;51;553
2020-12-07;"Okres Banská Štiavnica";3;0;3
2020-12-07;"Okres Bardejov";131;20;151
2020-12-07;"Okres Bratislava I";536;9;545
2020-12-07;"Okres Bratislava II";527;20;547
2020-12-07;"Okres Bratislava III";1326;42;1368
2020-12-07;"Okres Bratislava V";915;35;950
2020-12-07;"Okres Čadca";112;6;118
2020-12-07;"Okres Detva";260;36;296
2020-12-07;"Okres Dolný Kubín";686;16;702
2020-12-07;"Okres Dunajská Streda";597;18;615
2020-12-07;"Okres Galanta";102;8;110
2020-12-07;"Okres Gelnica";197;21;218
2020-12-07;"Okres Hlohovec";104;0;104
2020-12-07;"Okres Humenné";358;85;443
2020-12-07;"Okres Ilava";286;31;317
2020-12-07;"Okres Kežmarok";38;3;41
2020-12-07;"Okres Komárno";426;20;446
2020-12-07;"Okres Košice I";191;4;195
2020-12-07;"Okres Košice II";310;3;313
2020-12-07;"Okres Košice IV";213;1;214
2020-12-07;"Okres Krupina";0;0;0
2020-12-07;"Okres Levice";588;58;646
2020-12-07;"Okres Levoča";83;6;89
2020-12-07;"Okres Liptovský Mikuláš";1;0;1
2020-12-07;"Okres Lučenec";229;10;239
2020-12-07;"Okres Malacky";374;22;396
2020-12-07;"Okres Martin";470;30;500
2020-12-07;"Okres Medzilaborce";81;3;84
2020-12-07;"Okres Michalovce";320;40;360
2020-12-07;"Okres Myjava";10;0;10
2020-12-07;"Okres Námestovo";546;34;580
2020-12-07;"Okres Nitra";1087;101;1188
2020-12-07;"Okres Nové Mesto nad Váhom";87;15;102
2020-12-07;"Okres Nové Zámky";58;2;60
2020-12-07;"Okres Partizánske";6;2;8
2020-12-07;"Okres Pezinok";475;21;496
2020-12-07;"Okres Piešťany";590;29;619
2020-12-07;"Okres Poprad";210;21;231
2020-12-07;"Okres Považská Bystrica";143;22;165
2020-12-07;"Okres Prešov";1479;76;1555
2020-12-07;"Okres Prievidza";630;100;730
2020-12-07;"Okres Púchov";126;28;154
2020-12-07;"Okres Revúca";66;2;68
2020-12-07;"Okres Rimavská Sobota";110;2;112
2020-12-07;"Okres Rožňava";272;3;275
2020-12-07;"Okres Ružomberok";161;15;176
2020-12-07;"Okres Sabinov";265;24;289
2020-12-07;"Okres Senec";382;23;405
2020-12-07;"Okres Senica";275;28;303
2020-12-07;"Okres Skalica";5;5;5
2020-12-07;"Okres Snina";497;59;556
2020-12-07;"Okres Sobrance";0;0;0
2020-12-07;"Okres Spišská Nová Ves";324;25;349
2020-12-07;"Okres Stará Ľubovňa";329;13;342
2020-12-07;"Okres Svidník";62;11;73
2020-12-07;"Okres Topoľčany";3572;340;3912
2020-12-07;"Okres Trebišov";556;9;565
2020-12-07;"Okres Trenčín";2142;195;2337
2020-12-07;"Okres Trnava";658;35;693
2020-12-07;"Okres Tvrdošín";167;18;185
2020-12-07;"Okres Zvolen";116;10;126
2020-12-07;"Okres Žarnovica";1547;125;1672
2020-12-07;"Okres Žiar nad Hronom";197;6;203
2020-12-07;"Okres Žilina";266;15;281
2020-12-08;"Okres Bánovce nad Bebravou";189;44;233
2020-12-08;"Okres Banská Bystrica";527;65;592
2020-12-08;"Okres Bardejov";803;24;827
2020-12-08;"Okres Bratislava I";294;14;308
2020-12-08;"Okres Bratislava II";1922;51;1973
2020-12-08;"Okres Bratislava III";974;24;998
2020-12-08;"Okres Bratislava IV";3;0;3
2020-12-08;"Okres Bratislava V";860;46;906
2020-12-08;"Okres Brezno";351;55;406
2020-12-08;"Okres Čadca";570;47;619
2020-12-08;"Okres Detva";199;21;220
2020-12-08;"Okres Dolný Kubín";171;13;184
2020-12-08;"Okres Dunajská Streda";568;40;608
2020-12-08;"Okres Galanta";976;79;1055
2020-12-08;"Okres Gelnica";148;10;158
2020-12-08;"Okres Hlohovec";47;0;47
2020-12-08;"Okres Humenné";379;29;408
2020-12-08;"Okres Ilava";229;58;287
2020-12-08;"Okres Kežmarok";152;32;184
2020-12-08;"Okres Komárno";704;25;729
2020-12-08;"Okres Košice I";725;46;771
2020-12-08;"Okres Košice II";529;9;538
2020-12-08;"Okres Košice IV";235;9;244
2020-12-08;"Okres Krupina";7;0;7
2020-12-08;"Okres Levice";2089;164;2253
2020-12-08;"Okres Levoča";337;33;370
2020-12-08;"Okres Liptovský Mikuláš";984;68;1052
2020-12-08;"Okres Lučenec";283;13;296
2020-12-08;"Okres Malacky";179;13;192
2020-12-08;"Okres Martin";197;13;210
2020-12-08;"Okres Medzilaborce";71;1;72
2020-12-08;"Okres Michalovce";953;91;1045
2020-12-08;"Okres Myjava";186;39;225
2020-12-08;"Okres Námestovo";371;24;395
2020-12-08;"Okres Nitra";1023;105;1128
2020-12-08;"Okres Nové Mesto nad Váhom";345;26;371
2020-12-08;"Okres Nové Zámky";3741;221;3962
2020-12-08;"Okres Partizánske";406;45;451
2020-12-08;"Okres Pezinok";565;26;591
2020-12-08;"Okres Piešťany";536;20;556
2020-12-08;"Okres Poprad";2092;229;2321
2020-12-08;"Okres Považská Bystrica";422;86;508
2020-12-08;"Okres Prešov";997;73;1070
2020-12-08;"Okres Prievidza";910;101;1011
2020-12-08;"Okres Púchov";219;43;262
2020-12-08;"Okres Revúca";580;13;593
2020-12-08;"Okres Rimavská Sobota";204;6;210
2020-12-08;"Okres Rožňava";319;7;326
2020-12-08;"Okres Ružomberok";1295;25;1320
2020-12-08;"Okres Sabinov";341;20;361
2020-12-08;"Okres Senica";284;16;300
2020-12-08;"Okres Skalica";382;29;411
2020-12-08;"Okres Snina";389;38;427
2020-12-08;"Okres Sobrance";197;23;220
2020-12-08;"Okres Spišská Nová Ves";549;137;686
2020-12-08;"Okres Stará Ľubovňa";262;46;308
2020-12-08;"Okres Svidník";135;20;155
2020-12-08;"Okres Topoľčany";231;30;261
